

"DOTA_Tooltip_ability_first_test"	"英雄技能-初阶"
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_Note0"	"额外说明：<br>保护或者受到保护的人，都不能够释放此技能。<br>如果标记的双方有一人阵亡，则双方的标记都会清除"
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_Damage_reduction_of_free"	"%伤害免减："
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_Damage_reduction_of_free_two"	"%伤害额外免减："








"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak"	"低阶比斯瑞克之魂"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak_Description"	"虚空之龙的灵魂赋予你的召唤物一定的属性提升。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak_Lore"	"光明龙欧瑞克，混沌龙瓦德瑞克，虚空龙比斯瑞克，离子龙因德瑞克对应着四大法则，光明，混沌，虚空，离子。虚空古龙的灵魂将赋予其眷属强大的能力。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak_bonus_damage"	"%全额攻击力加成："
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Byssrak_attack_speed_reduce"	"%<font color=\"#d9534f\">攻击速度降低:</font>"




"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak"	"中阶比斯瑞克之魂"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak_Description"	"虚空之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【重力积蓄】当召唤物不造成伤害时，每经过0.5秒将增加10%%的攻击伤害，直到下一次攻击后归零。最多可以叠加到500%%。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak_Lore"	"在代表四种基本力的四大古龙中，他是谜团的龙类等效物，重力的基础。"
// Among the four Eldwurms that represent the four fundamental forces， he is the draconic equivalent of Enigma， the Fundamental of Gravity.
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak_bonus_damage"	"%全额攻击力加成："
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Byssrak_attack_speed_reduce"	"%<font color=\"#d9534f\">攻击速度降低:</font>"


"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak"	"高阶比斯瑞克之魂"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_Description"	"虚空之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【重力积蓄】当召唤物不造成伤害时，每经过0.5秒将增加10%%的攻击伤害，直到下一次造成攻击后归零。最多可以叠加到500%%。<br><br>【虚空转移】远程召唤物攻击时，如果目标与自身距离在300以内，有7%%几率将其转移到射程边缘的位置（但不会超过1200距离），并对其造成全额攻击力30%%的物理伤害，有3秒内置冷却时间。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_Lore"	"从他们的遗骸制作的装备来看，比斯瑞克和虚空巨龙拥有操纵重力和空间的能力。卡登之刃便是由他的种族锻造而成的，这意味着他们可以操纵自己的重力以指数级增加自己的质量，从而使他们能够用巨大的尾巴和其他四肢更加猛烈地攻击。龙骑士使用的传送卷轴也是由虚空龙遗骸制成的。这可能意味着虚空龙也可以操纵空间将自己传送到相当远的距离。"
// Judging by the equipment that was crafted from their remains， Byssrak and the void dragons have the ability to manipulate gravity and space. It is from his species that Kaden's Blade was forged with which means they can manipulate their own gravity to exponentially increase their own mass， allowing them to strike harder with their massive tails and other limbs. The portal scrolls used by the Dragon Knights are also made from void dragon remains. This could imply that void dragons can also manipulate space to teleport themselves over a considerable distance.
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_bonus_damage"	"%全额攻击力加成："
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_attack_speed_reduce"	"%<font color=\"#d9534f\">攻击速度降低:</font>"






"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak"	"低阶里瑞克之魂"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak_Description"	"海洋之龙的灵魂赋予你的召唤物一定的属性提升。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak_Lore"	"火龙斯莱瑞克，土龙乌尔德瑞克，水龙里瑞克，天空龙艾斯瑞克对应着四大元素，象征着火，土，冰，雷。天空古龙的灵魂将赋予其眷属强大的能力。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak_bonus_health_regen"	"生命恢复加成："
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Lirrak_bonus_attack_range"	"%攻击距离加成："



"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak"	"中阶里瑞克之魂"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak_Description"	"海洋之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【孕育】当一个召唤物消失时，你的下一次召唤的召唤时间增强提高4%%，最多获得50%%的加成。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak_Lore"	"海洋孕育了无数生命，而身为海洋之母，其理所应当的拥有着与生命力相关的权能。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak_bonus_health_regen"	"生命恢复加成："
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Lirrak_bonus_attack_range"	"%攻击距离加成："



"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak"	"高阶里瑞克之魂"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_Description"	"海洋之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【孕育】当一个召唤物消失时，你的下一次召唤的召唤时间增强提高4%%，最多获得50%%的加成。<br><br>【寒冬之吻】召唤物消失时化为冰雕开始绽放，使周围500范围内至多10名敌人被冻结2秒，期间受到额外20%%伤害。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_Lore"	"我们在《龙之血》中已经见识到了那场战斗，毫无疑问，里瑞克与寒冬飞龙是同个种族。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。<br>不受到增益影响，但对于以在冻结中的敌人不会再次受到冻结的影响"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_bonus_health_regen"	"生命恢复加成："
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_bonus_attack_range"	"%攻击距离加成："




"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Indrak"	"低阶因德瑞克之魂"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Indrak_Description"	"离子之龙的灵魂赋予你的召唤物一定的属性提升。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Indrak_Lore"	"光明龙欧瑞克，混沌龙瓦德瑞克，虚空龙比斯瑞克，离子龙因德瑞克对应着四大法则，光明，混沌，虚空，离子。离子古龙的灵魂将赋予其眷属强大的能力。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Indrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Indrak_bonus_attack_speed"	"%攻击速度加成："

"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Indrak"	"中阶因德瑞克之魂"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Indrak_Description"	"离子之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【电磁迭代】你每召唤出一只相同ID的召唤物，下一次召唤时将使其提升5点攻击速度，最多到达50，但如果你召唤了不同名的召唤物则失去20点加成"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Indrak_Lore"	"在代表四种基本力的四大古龙中，他是艾欧的龙类等效物，电磁力的基础。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Indrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Indrak_bonus_attack_speed"	"%攻击速度加成："


"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak"	"高阶因德瑞克之魂"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_Description"	"离子之龙的灵魂赋予你的召唤物一定的属性提升。<br><br>【电磁迭代】每召唤一只相同ID的召唤物，下一次召唤时提升其5点攻击速度，最多到达50，但如果你召唤了不同名的召唤物则失去20点加成<br><br>【电荷累加】召唤物的每次攻击可以储存电荷，有%release_chance%% 几率进行释放，释放后敌人的血量低于本次伤害则被斩杀。每次累计召唤者敏捷*0.2的伤害，当10次攻击不触发效果后储存伤害将翻倍.<br><br>累加举例：第10次攻击不触发时伤害变为敏捷*4，且此后每次累计变为敏捷*0.4，第20次不触发则变为敏捷*16，每次累计敏捷*0.8，但每层提供的敏捷伤害最多为3.2"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_Lore"	"虽说天空古龙与离子古龙都有着控制电的力量，但对于天空龙来说那是附属的能力，而对于离子龙来说这是与生俱来的权能。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_bonus_attack_speed"	"%攻击速度加成："



// Osters_Dominion_Arcane_Replacement
"DOTA_Tooltip_ability_Primary_Arcane_Replacement"	"低阶奥斯特的权能·奥法置换"
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_Description"	"将你的一部分治疗效果转变为能量，转化为伤害效果对敌人释放。从单次治疗中能提取的能量有限制。"
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_Lore"	"据说传说法师奥斯特被赋予了8种独特的权能，而其中一种便为奥法置换，这种力量极大提升了他的奥法之力，并允许他可以将两种性质截然相反的能量调换。"
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_Note0"	"额外的说明：<br>累计100点能量后将随机对一名敌人释放能量，以每0.3秒一次的搜索间隔。"
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_change_percentage"	"%转化率："
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_change_limit"	"单次转化极限：主属性 *"
"DOTA_Tooltip_ability_Primary_Arcane_Replacement_change_limit2"	"储存极限：主属性 *"

"DOTA_Tooltip_ability_Middle_Arcane_Replacement"	"中阶奥斯特的权能·奥法置换"
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_Description"	"将你的一部分治疗效果转变为能量，转化为伤害效果对敌人释放。从单次治疗中能提取的能量有限制。<br><br>【折射】命中一名敌人后，还将以其为中心的400范围内额外3名目标造成伤害"
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_Lore"	"只有通晓转化之法的法师才能创造出更多的力量。"
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_Note0"	"额外的说明：<br>累计100点能量后将随机对一名敌人释放能量，以每0.3秒一次的搜索间隔。"
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_change_percentage"	"%转化率："
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_change_limit"	"单次转化极限：主属性 *"
"DOTA_Tooltip_ability_Middle_Arcane_Replacement_change_limit2"	"储存极限：主属性 *"

"DOTA_Tooltip_ability_Advanced_Arcane_Replacement"	"高阶奥斯特的权能·奥法置换"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_Description"	"将你的一部分治疗效果转变为能量，转化为伤害效果对敌人释放。从单次治疗中能提取的能量有限制。<br><br>【折射】命中一名敌人后，还将以其为中心的400范围内额外3名目标造成伤害<br><br>【莫比乌斯环】释放奥法能量时有20%%几率不清空记录值。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_Lore"	"奥斯特与幽鬼有过一次战斗，并从她身上学到了那种运用能量的方法。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_Note0"	"额外的说明：累计100点能量后将随机对一名敌人释放能量，以每0.3秒一次的搜索间隔。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_change_percentage"	"%转化率："
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_change_limit"	"单次转化极限：主属性 *"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_change_limit2"	"储存极限：主属性 *"








"DOTA_Tooltip_ability_Primary_ancient_seal"	"低阶上古封印"
"DOTA_Tooltip_ability_Primary_ancient_seal_Description"	"在造成魔法伤害后可以利用上古符文将目标单位封印，目标受到法术伤害时将承担额外伤害。"
"DOTA_Tooltip_ability_Primary_ancient_seal_Lore"	"一个神圣的咒语，无论是谁，只要被丝奎奥克的符印所包围就必然在忏悔中受难。"
// A holy incantation， whosoever finds themselves touched by Avilliva's sigil must suffer in penitence.
"DOTA_Tooltip_ability_Primary_ancient_seal_Note0"	"额外的说明：<br>需要大于30的伤害得以触发技能效果。<br>持续时间固定。"
"DOTA_Tooltip_ability_Primary_ancient_seal_res_reduce"	"%魔法抗性削减："
"DOTA_Tooltip_ability_Primary_ancient_seal_duration"	"持续时间："
"DOTA_Tooltip_modifier_Primary_ancient_seal_debuff"                   "低阶上古封印"
"DOTA_Tooltip_modifier_Primary_ancient_seal_debuff_Description"       "降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%魔法抗性" 




"DOTA_Tooltip_ability_Middle_ancient_seal"	"中阶上古封印"
"DOTA_Tooltip_ability_Middle_ancient_seal_Description"	"在造成魔法伤害后可以利用上古符文将目标单位封印，目标受到法术伤害时将承担额外伤害。<br><br>【上古刻痕】施加的上古封印在添加/销毁时会留下一层刻痕，你对携带刻痕目标造成的魔法伤害将提高1%%，刻痕最大层数为20。"
"DOTA_Tooltip_ability_Middle_ancient_seal_Lore"	"天怒一族通晓上古的符文，通过刻下符文可以大幅度提升奥术的连通性。"
"DOTA_Tooltip_ability_Middle_ancient_seal_Note0"	"额外的说明：<br>需要大于30的伤害得以触发技能效果。<br>持续时间固定。<br>刻痕只对拥有该技能的伤害来源做出反应。"
"DOTA_Tooltip_ability_Middle_ancient_seal_res_reduce"	"%魔法抗性削减："
"DOTA_Tooltip_ability_Middle_ancient_seal_duration"	"持续时间："
"DOTA_Tooltip_modifier_Middle_ancient_seal_debuff"                   "中阶上古封印"
"DOTA_Tooltip_modifier_Middle_ancient_seal_debuff_Description"       "降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%魔法抗性" 
"DOTA_Tooltip_modifier_Middle_ancient_seal_debuff_mark"                   "中阶上古刻痕"
"DOTA_Tooltip_modifier_Middle_ancient_seal_debuff_mark_Description"       "额外受到%dMODIFIER_PROPERTY_TOOLTIP%%%魔法伤害" 



"DOTA_Tooltip_ability_Advanced_ancient_seal"	"高阶上古封印"
"DOTA_Tooltip_ability_Advanced_ancient_seal_Description"	"在造成魔法伤害后可以利用上古符文将目标单位封印，目标受到法术伤害时将承担额外伤害。<br><br>【上古刻痕】施加的上古封印在添加/销毁时会留下一层刻痕，你对携带刻痕目标造成的魔法伤害将提高1%%，刻痕最大层数为20。<br><br>【奥法通晓】每拥有20%%的技能伤害可以额外造成1%%的魔法抗性降低，最多20%%。"
"DOTA_Tooltip_ability_Advanced_ancient_seal_Lore"	"只有最为通晓奥术的原理之人才能习得最为强大的封印之法。"
"DOTA_Tooltip_ability_Advanced_ancient_seal_Note0"	"额外的说明：<br>需要大于30的伤害得以触发技能效果。<br>持续时间固定。<br>刻痕只对拥有该技能的伤害来源做出反应。"
"DOTA_Tooltip_ability_Advanced_ancient_seal_res_reduce"	"%魔法抗性削减："
"DOTA_Tooltip_ability_Advanced_ancient_seal_duration"	"持续时间："
"DOTA_Tooltip_modifier_Advanced_ancient_seal_debuff"                   "高阶上古封印"
"DOTA_Tooltip_modifier_Advanced_ancient_seal_debuff_Description"       "降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%魔法抗性" 
"DOTA_Tooltip_modifier_Advanced_ancient_seal_debuff_mark"                   "高阶上古刻痕"
"DOTA_Tooltip_modifier_Advanced_ancient_seal_debuff_mark_Description"       "额外受到%dMODIFIER_PROPERTY_TOOLTIP%%%魔法伤害" 







"DOTA_Tooltip_ability_Primary_acorn_shot"	"低阶爆栗出击"
