"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"【折射+】折射次数加一"
"DOTA_Tooltip_ability_Advanced_morph_note_lv15"			"【自在流体++】每转化1点力量可以获得10点临时最大生命值加成，1点敏捷获得2点攻击速度加成，1点智力获得0.3技能伤害提升，独立叠加持续20秒，最大有效120层，受到正面状态持续时间增强影响"
"DOTA_Tooltip_ability_Advanced_morph_note_lv20"			"【急速转化】进入切换时立即产生4次变化效果"
"DOTA_Tooltip_ability_Advanced_morph_note_base_Info" "主属性加成：+0.8/级<br/>主属性最大转化值：+2/级<br/>"
"DOTA_Tooltip_ability_Advanced_morph_note_lv25_1"				"【过度转化】不再有主属性最大转换值的限制"
"DOTA_Tooltip_ability_Advanced_morph_note_lv25_2"				"【长江与黄河】转换速度提升至每帧一次，同时'自在流体'的恢复效果提升至40与5"
"DOTA_Tooltip_ability_Advanced_morph_note_lv25_3"				"【高效转化】'急速转化'的转化次数提升至20，转化效率提升至500%%，无论转化为什么属性，每点属性增长都会使获得0.3%%伤害增幅，独立叠加持续30秒，最大有效200层，受到正面状态持续时间增强影响"



"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv5"				"【风之席卷+】交换位置的冷却时间减少至2秒"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv10"			"【风之协调+】增加规避概率的间隔减少至2秒"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv15"			"【席卷余风】触发'风之席卷'后，规避几率提升至90%% ，持续2秒"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv20"			"【风之协调++】最大额外规避几率提升至35%%，且规避时有20%%几率立即进行[风之协调]"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_base_Info" "攻击力继承：+5%%/级<br/>生命继承：+0.5%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv25_1"				"【元素特化】伤害规避几率拥有最低值85%%"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv25_2"				"【旋风归置】死亡时将化为一阵旋风，使周围400范围内的敌人被破防7秒，在7秒内防御力减少200点，且破坏被动"
"DOTA_Tooltip_ability_Advanced_summon_wind_element_note_lv25_3"				"【风之赐福】你的所有召唤物都可以携带伤害规避效果，数值固定在40%%，不会触发由伤害规避带来的次级效果"





"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv5"				"【灵压+】转换效果提升至75%%"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv10"			"【散布恐惧+】触发几率提升至8%%"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv15"			"【散布恐惧++】如果散播恐惧未能触发，则下一次触发几率提升2%%，同时在领域内死亡的敌人可以暂时使护甲降低效果提升1点，持续35秒，但最高20"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv20"			"【领域扩张】每30点最大生命值可以增加1点作用范围，但最多增加600"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_base_Info" "护甲降低：+0.3/级<br/>"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv25_1"				"【灵魂收集】在领域中死亡的敌人都可以转变为一点高阶支配死灵的灵魂，同时当支配死灵的灵魂满30后将转变为1点永久的死灵富集体，不会因死亡消散，提供的效果等于一层高阶支配死灵的灵魂，最多到达120层"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv25_2"				"【灵气聚焦】触发'散布恐惧'后将对目标发动一次毁灭阴影，造成拥有最高攻击力英雄全额攻击力250%%的物理伤害，每次触发使下一次伤害提高15%%，但最多提升20次。"
"DOTA_Tooltip_ability_Advanced_presence_of_the_dark_lord_note_lv25_3"				"【暗夜绞杀】在光环下的敌人受到非技能伤害提高18%%，由你来造成，以生命移除的形式"










"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv5"				"【反曲形态+】护甲削减持续时间提升至9秒"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv10"			"【锻造技术变革+】触发几率提升至30%%"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv15"			"【纳米飞刃】可以将'反曲形态'的护甲削减效果扩散到所有被影响的目标"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv20"			"【分子切割器】当潮汐使者影响到的目标不超过2时，将同时也对主目标产生影响"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_base_Info" "额外攻击力：+10/级<br/>"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv25_1"				"【相控阵切割】在被技能影响的敌人周围制造出激光成像的幻影，对目标进行二次切割，此次切割伤害为第一次的180%%"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv25_2"				"【狄拉克之海】'分子切割器'的触发次数加4，你将对你的主目标进行5次切割并触发'反曲形态'效果"
"DOTA_Tooltip_ability_Advanced_Tidebringer_note_lv25_3"				"【动能映射】潮汐使者将附带攻击者200%%全额攻击力的奖励伤害，分裂伤害提升至190%%"





"DOTA_Tooltip_ability_Advanced_Doom_note_lv5"				"【余烬吞食+】击杀敌人时，提升自身2.6点力量，持续6秒，最多叠加66层"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv10"			"【熊熊煌燃+】如果敌人的生命值百分比高于66%%，毁灭之火还将对其施加极短缠绕"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv15"			"【自毁倾向】技能可以开启自动施法：减少自身的伤害减免66%%，以追加66%%的税前伤害转换"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv20"			"【破灭愿望】击杀敌人时，若自动施法开启：减少所有存活单位的伤害减免2.6%%，并使其获得2.6%%伤害增加，持续6秒"
"DOTA_Tooltip_ability_Advanced_Doom_note_base_Info" "每秒伤害：+3/级<br/>额外伤害乘数：+0.03/级"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv25_1"				"【毁灭波涛】膨胀毁灭，令毁灭灼烧的持续时间提高至3秒"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv25_2"				"【薪王化身】开启自动施法时，毁灭之火将被薪王之火取代，不再灼烧敌人，而是以魔法伤害灼烧自身和队友，被灼烧单位将获得50%%体型增大和80%%总额伤害提升（不显示在面板，作为独立乘区）"
"DOTA_Tooltip_ability_Advanced_Doom_note_lv25_3"				"【神格同化】毁灭之火将治疗自身，并且获得66%%的治疗增强和66%的受到治疗增强"

//可行的天赋：破灭化身 开启自动施法时，毁灭之火将对自身造成纯粹伤害，对敌人造成魔法伤害。



"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv5"				"【集束导弹+】分裂弹头数增加1"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv10"			"【温压弹+】将继承70%%的伤害"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv15"			"【二阶求导】'集束导弹'可以分裂两次，第一次分裂的延迟减少至1.1秒，第二次分裂为1.5秒"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv20"			"【CPU升级】初次分裂的延迟减少至0.5秒，第二次分裂的延迟减少至1秒"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_base_Info" "基础伤害：+10/级<br/>智力乘数：+0.1/级"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv25_1"				"【蜂巢思维】导弹的移动速度将被减少至500，同时可分裂次数提升至3，分裂弹头数加1"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv25_2"				"【振荡回路】分裂弹头数将被固定在2，但可分裂次数提升至5，分裂间隔减少至0.4秒"
"DOTA_Tooltip_ability_Advanced_heat_seeking_missile_note_lv25_3"				"【自主防卫系统】当任意单位对你释放指向性技能时，有20%%几率自动触发一次技能效果。这个技能的冷却时间将影响触发几率，从4秒开始，每多1秒冷却时间则增加10%%触发几率（受到概率事件加成影响）"


// 可行的天赋：逆向工程  温压冲击波变为收束冲击波




"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv5"				"【第二阶段升级】每次释放吸收的能量后，作用范围可以提升10点，但最多提升400"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv10"			"【自适应升级系统+】所需召唤次数减少至2"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv15"			"【第三阶段升级】攻击力转化伤害立即提升30%%，每提升1次高阶等级还会增加1%%"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv20"			"【第四阶段升级】初始继承的攻击力直接增加150点，以初始攻击力为基础（但至多2000），每次成功触发伤害（同时刻视为一次）可以使攻击力提升这部分的5%%"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_base_Info" "攻击力继承：+1.3%%/级<br/>生命值继承：+1.5%%/级"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv25_1"				"【第五阶段升级·自我检修系统】石棺每次造成的伤害的20%%转化为对自身治疗效果（视为来自施法者），存续时间增加10秒，同时每次受到大于最大生命值5%%的伤害时视为5%%"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv25_2"				"【第五阶段升级·超我与本我】'自适应升级系统'突破最大等级至200"
"DOTA_Tooltip_ability_Advanced_summon_immortal_sarcophagus_note_lv25_3"				"【第五阶段升级·矩阵统一】每当石棺释放伤害时，将可以联动周围800范围内的其他相同召唤者的石棺，对所有纳入范围内的敌人造成伤害，且每座石棺使伤害提升20%%，这个效果对于每座石棺每2秒只能触发一次(说实话我也不知道这样弄有没有伤害，但感觉挺有意思的)"


"DOTA_Tooltip_ability_Advanced_Overload_note_lv5"				"【电流增益】技能伤害大于0时，超负荷造成的伤害获得额外一次技能伤害的影响机会，但仅取15%%的技能伤害"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv10"			"【无线充电+】触发几率提升至30%%"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv15"			"【电荷累加+】可以开启自动施法，一次性对同一个目标施加超负荷的技能效果"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv20"			"【脉冲电流】消耗超负荷后，将减少你最后释放的增加了超负荷层数的可刷新技能的冷却时间，数值等于消耗的超负荷层数*1.5"
"DOTA_Tooltip_ability_Advanced_Overload_note_base_Info" "基础伤害：+4/级<br/>额外伤害乘数：+0.05/级"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv25_1"				"【流动脉冲】超负荷触发后还将弹跳触发3次，以2.5秒的延迟，弹跳范围800"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv25_2"				"【电能复用】电荷的最大累加层数提升至20，同时每次将获取2层，消耗电荷时有30%%几率进行回收"
"DOTA_Tooltip_ability_Advanced_Overload_note_lv25_3"				"【电流变迁】超负荷的能量点可以使你完全规避一次伤害，并瞬间移动一小段距离，有20%%几率不消耗能量点"



"DOTA_Tooltip_ability_Advanced_uproar_note_lv5"				"【外表皮硬化+】主动激活状态下将获得3倍效果"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv10"			"【枷锁+】最大叠加层数提升至9"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv15"			"【可塑性表皮】获得5点修饰点，你可以对攻防进行配额，每点配额将使 被动攻击力加成增加40%%/获得主动效果5点能量时获得防御加成的6%%作为常驻加成"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv20"			"【基因飞升】可以开启自动施法，自动施法状态下使用技能可以消耗一个技能点换取2个基因修饰点"
"DOTA_Tooltip_ability_Advanced_uproar_note_base_Info" "被动额外攻击力：+1.5/级<br/>每层叠加咆哮攻击力加成：+1/级<br/>每层叠加咆哮防御力加成：+0.1/级"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv25_1"				"【基因链改造】直接获得10点基因修饰点，'基因飞升'每个技能点可以换取3个基因修饰点"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv25_2"				"【枷锁移除】最大叠加层数提升至80，叠加几率翻倍"
"DOTA_Tooltip_ability_Advanced_uproar_note_lv25_3"				"【叱咤】开启技能时，每1.25秒以自身为圆心释放出2个弹道，每层叠加效果增加2个弹道，最多12个。弹道命中后对敌人造成全额攻击力*1的物理伤害，并施加5秒破坏效果。"


"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv5"				"【死灵共生体+】触发几率提升至35%%"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv10"			"【灵魂载体+】伤害奖励增加至65%%"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv15"			"【绝命】在状态持续期间每攻击10次，就可以使下一次施法的持续时间增加0.3秒，但最多增加6秒"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv20"			"【多维幻影】攻击有5%%几率增加一具灵体，但灵体只持续3秒，且最多触发6次"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_base_Info" "攻击力加成：+10/级"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv25_1"				"【绝死绝命】状态持续期间获得500点攻击速度加成，在此期间每击杀一名敌人，都可以永久性使攻击力加成提升10点，但最多等于基础攻击力的8倍"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv25_2"				"【永恒死亡】失去虚无效果，但永久化技能效果，【多维幻影】的触发次数将没有上限，但时刻最多存在7具灵体"
"DOTA_Tooltip_ability_Advanced_pierce_the_veil_note_lv25_3"				"【神枪】仅携带默认天赋的琼英碧灵可以解锁，使其双重攻击的触发几率提升至100%%(永久性，即使你出售了本技能)"




"DOTA_Tooltip_ability_Advanced_headshot_note_lv5"				"【远距离狙杀+】每100码距离提高4%%伤害"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv10"			"【高效处决+】生命值低于50%%即可触发"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv15"			"【阻尼器】使爆头的减速效果加倍，同时持续时间增加至0.8秒"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv20"			"【马蜂窝】对一名敌人触发爆头后，对其的攻击的爆头几率永久性提升1%%"
"DOTA_Tooltip_ability_Advanced_headshot_note_base_Info" "攻击力加成：+8/级"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv25_1"				"【无偏移系统】每次都精准的将攻击落到上一次的瞄准点，使爆头伤害提高对其爆头触发率*1.4的额外全额攻击力伤害"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv25_2"				"【死亡猎手】只要在一名敌人在出现后受到10次攻击前将其击杀(无论击杀者是谁)，你就可以获得2点永久性基础攻击力加成，但最多1200"
"DOTA_Tooltip_ability_Advanced_headshot_note_lv25_3"				"【光脉炮】每隔2秒，可以使一次攻击生成一条直线能量炮，对3000码距离的敌人造成6倍爆头伤害的物理伤害"




"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv5"				"【对冲+】转化比例提升至75%%"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv10"			"【幽冥暴击+】只要双方的移动速度都>=550，即可触发暴击"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv15"			"【大风车】即使技能在冷却中也可以触发额外伤害，但仅有60%%效果"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv20"			"【裂魂】可以开启主动施法效果，在接下来的5秒，技能的触发几率提升10%%且不会进去冷却，有固定30秒使用间隔"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_base_Info" "转化比例：+2%/级"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv25_1"				"【健身机器】每触发一次巨力重击击退效果，则永久提升3点移动速度，最多获得5000点加成"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv25_2"				"【大力出奇迹】触发‘幽冥暴击’时将以目标为中心造成一次300%%的350范围的溅射效果(仅计算额外伤害)"
"DOTA_Tooltip_ability_Advanced_greater_bash_note_lv25_3"				"【化为流星】失去'裂魂'效果，攻击不再触发，只要你在0.06秒内移动超过300距离，即可在两点将空洞，对线上的敌人巨力重击效果，伤害加倍，不会有冷却"
